Date,CountryAbbrv,Sales
2022-04-11,MYS,282
2022-04-11,YEM,235
2022-04-11,UZB,114
2022-04-11,SAU,482
2022-04-11,AFG,362
2022-04-11,IRQ,567
2022-04-11,KOR,332
2022-04-11,MMR,328
2022-04-11,THA,513
2022-04-11,TUR,448
2022-04-11,IRN,698
2022-04-11,VNM,570
2022-04-11,PHL,1081
2022-04-11,BGD,1275
2022-04-11,PAK,18
2022-04-11,IDN,2452
2022-04-11,CHN,10067
2022-04-11,IND,9475
2022-04-11,LVA,337
2022-04-11,SVN,905
2022-04-11,LTU,1062
2022-04-11,HRV,343
2022-04-11,IRL,1158
2022-04-11,SVK,1784
2022-04-11,FIN,1417
2022-04-11,DNK,649
2022-04-11,BGR,1398
2022-04-11,AUT,2758
2022-04-11,HUN,739
2022-04-11,GRC,1504
2022-04-11,PRT,2387
2022-04-11,SWE,1649
2022-04-11,CZE,2698
2022-04-11,BEL,4163
2022-04-11,NLD,6811
2022-04-11,ROU,1630
2022-04-11,POL,8333
2022-04-11,ESP,8516
2022-04-11,ITA,11215
2022-04-11,FRA,14828
2022-04-11,DEU,16936
2022-04-11,JPN,11116
2022-04-11,CAN,5350
2022-04-11,USA,33450
2022-04-11,MKD,3
2022-04-11,MDA,161
2022-04-11,ALB,174
2022-04-11,BIH,160
2022-04-11,NOR,312
2022-04-11,SRB,314
2022-04-11,CHE,358
2022-04-11,BLR,442
2022-04-11,UKR,637
2022-04-11,GBR,3560
2022-04-11,RUS,6911
2022-04-11,TTO,68
2022-04-11,JAM,193
2022-04-11,PRI,223
2022-04-11,URY,279
2022-04-11,PAN,302
2022-04-11,CRI,378
2022-04-11,SLV,833
2022-04-11,PRY,234
2022-04-11,NIC,665
2022-04-11,HND,1298
2022-04-11,CUB,893
2022-04-11,DOM,607
2022-04-11,HTI,891
2022-04-11,BOL,1089
2022-04-11,GTM,925
2022-04-11,ECU,2035
2022-04-11,CHL,1192
2022-04-11,VEN,2032
2022-04-11,PER,2418
2022-04-11,ARG,3364
2022-04-11,COL,2753
2022-04-11,MEX,11663
2022-04-11,BRA,14877
2022-04-18,GNQ,15
2022-04-18,GNB,19
2022-04-18,LSO,29
2022-04-18,GAB,1
2022-04-18,NAM,26
2022-04-18,BWA,42
2022-04-18,GMB,26
2022-04-18,ERI,37
2022-04-18,MRT,92
2022-04-18,LBR,36
2022-04-18,CAF,59
2022-04-18,COG,60
2022-04-18,LBY,68
2022-04-18,SLE,81
2022-04-18,TGO,86
2022-04-18,SSD,158
2022-04-18,TUN,112
2022-04-18,BDI,375
2022-04-18,BEN,86
2022-04-18,RWA,101
2022-04-18,GIN,124
2022-04-18,ZWE,96
2022-04-18,SEN,186
2022-04-18,SOM,141
2022-04-18,TCD,185
2022-04-18,ZMB,183
2022-04-18,MWI,209
2022-04-18,BFA,184
2022-04-18,MLI,340
2022-04-18,NER,222
2022-04-18,CMR,272
2022-04-18,CIV,218
2022-04-18,MDG,482
2022-04-18,MOZ,292
2022-04-18,GHA,392
2022-04-18,AGO,485
2022-04-18,MAR,265
2022-04-18,DZA,434
2022-04-18,SDN,158
2022-04-18,UGA,490
2022-04-18,KEN,708
2022-04-18,ZAF,193
2022-04-18,TZA,274
2022-04-18,COD,1242
2022-04-18,EGY,589
2022-04-18,ETH,1331
2022-04-18,NGA,0
2022-04-18,QAT,27
2022-04-18,ARM,15
2022-04-18,MNG,39
2022-04-18,GEO,0
2022-04-18,KWT,35
2022-04-18,OMN,18
2022-04-18,PSE,46
2022-04-18,NZL,15
2022-04-18,LBN,20
2022-04-18,SGP,69
2022-04-18,TKM,15
2022-04-18,KGZ,38
2022-04-18,HKG,67
2022-04-18,LAO,62
2022-04-18,ARE,95
2022-04-18,ISR,32
2022-04-18,AZE,70
2022-04-18,TJK,73
2022-04-18,PNG,75
2022-04-18,JOR,54
2022-04-18,KHM,0
2022-04-18,KAZ,195
2022-04-18,LKA,315
2022-04-18,SYR,423
2022-04-18,PRK,217
2022-04-18,AUS,177
2022-04-18,NPL,250
2022-04-18,MYS,406
2022-04-18,YEM,524
2022-04-18,UZB,357
2022-04-18,SAU,538
2022-04-18,AFG,19
2022-04-18,IRQ,353
2022-04-18,KOR,468
2022-04-18,MMR,270
2022-04-18,THA,604
2022-04-18,TUR,823
2022-04-18,IRN,660
2022-04-18,VNM,1416
2022-04-18,PHL,1614
2022-04-18,BGD,1074
2022-04-18,PAK,1922
2022-04-18,IDN,2860
2022-04-18,CHN,15627
2022-04-18,IND,10864
2022-04-18,LVA,428
2022-04-18,SVN,150
2022-04-18,LTU,656
2022-04-18,HRV,698
2022-04-18,IRL,1697
2022-04-18,SVK,449
2022-04-18,FIN,629
2022-04-18,DNK,554
2022-04-18,BGR,1540
2022-04-18,AUT,1567
2022-04-18,HUN,2041
2022-04-18,GRC,2366
2022-04-18,PRT,2831
2022-04-18,SWE,2401
2022-04-18,CZE,2487
2022-04-18,BEL,2469
2022-04-18,NLD,3755
2022-04-18,ROU,1719
2022-04-18,POL,11890
2022-04-18,ESP,10685
2022-04-18,ITA,12584
2022-04-18,FRA,7532
2022-04-18,DEU,17776
2022-04-18,JPN,11098
2022-04-18,CAN,6036
2022-04-18,USA,33804
2022-04-18,MKD,86
2022-04-18,MDA,60
2022-04-18,ALB,88
2022-04-18,BIH,375
2022-04-18,NOR,113
2022-04-18,SRB,29
2022-04-18,CHE,433
2022-04-18,BLR,485
2022-04-18,UKR,1093
2022-04-18,GBR,6907
2022-04-18,RUS,11062
2022-04-18,TTO,189
2022-04-18,JAM,263
2022-04-18,PRI,203
2022-04-18,URY,256
2022-04-18,PAN,202
2022-04-18,CRI,385
2022-04-18,SLV,349
2022-04-18,PRY,850
2022-04-18,NIC,288
2022-04-18,HND,958
2022-04-18,CUB,966
2022-04-18,DOM,1312
2022-04-18,HTI,865
2022-04-18,BOL,781
2022-04-18,GTM,1488
2022-04-18,ECU,1374
2022-04-18,CHL,1352
2022-04-18,VEN,2980
2022-04-18,PER,4041
2022-04-18,ARG,3449
2022-04-18,COL,3569
2022-04-18,MEX,14738
2022-04-18,BRA,22310
2022-04-25,GNQ,16
2022-04-25,GNB,20
2022-04-25,LSO,20
2022-04-25,GAB,37
2022-04-25,NAM,37
2022-04-25,BWA,28
2022-04-25,GMB,35
2022-04-25,ERI,8
2022-04-25,MRT,0
2022-04-25,LBR,51
2022-04-25,CAF,55
2022-04-25,COG,108
2022-04-25,LBY,87
2022-04-25,SLE,94
2022-04-25,TGO,94
2022-04-25,SSD,139
2022-04-25,TUN,58
2022-04-25,BDI,18
2022-04-25,BEN,62
2022-04-25,RWA,30
2022-04-25,GIN,32
2022-04-25,ZWE,166
2022-04-25,SEN,103
2022-04-25,SOM,185
2022-04-25,TCD,187
2022-04-25,ZMB,293
2022-04-25,MWI,174
2022-04-25,BFA,229
2022-04-25,MLI,275
2022-04-25,NER,231
2022-04-25,CMR,210
2022-04-25,CIV,131
2022-04-25,MDG,472
2022-04-25,MOZ,349
2022-04-25,GHA,361
2022-04-25,AGO,394
2022-04-25,MAR,189
2022-04-25,DZA,485
2022-04-25,SDN,468
2022-04-25,UGA,528
2022-04-25,KEN,526
2022-04-25,ZAF,887
2022-04-25,TZA,400
2022-04-25,COD,1081
2022-04-25,EGY,1646
2022-04-25,ETH,1144
2022-04-25,NGA,1622
2022-04-25,QAT,20
2022-04-25,ARM,22
2022-04-25,MNG,16
2022-04-25,GEO,16
2022-04-25,KWT,33
2022-04-25,OMN,38
2022-04-25,PSE,26
2022-04-25,NZL,46
2022-04-25,LBN,42
2022-04-25,SGP,47
2022-04-25,TKM,42
2022-04-25,KGZ,75
2022-04-25,HKG,65
2022-04-25,LAO,104
2022-04-25,ARE,160
2022-04-25,ISR,68
2022-04-25,AZE,117
2022-04-25,TJK,79
2022-04-25,PNG,94
2022-04-25,JOR,43
2022-04-25,KHM,161
2022-04-25,KAZ,214
2022-04-25,LKA,192
2022-04-25,SYR,134
2022-04-25,PRK,179
2022-04-25,AUS,210
2022-04-25,NPL,278
2022-04-25,MYS,410
2022-04-25,YEM,280
2022-04-25,UZB,0
2022-04-25,SAU,651
2022-04-25,AFG,347
2022-04-25,IRQ,290
2022-04-25,KOR,270
2022-04-25,MMR,519
2022-04-25,THA,478
2022-04-25,TUR,646
2022-04-25,IRN,677
2022-04-25,VNM,1173
2022-04-25,PHL,1554
2022-04-25,BGD,1410
2022-04-25,PAK,2128
2022-04-25,IDN,3007
2022-04-25,CHN,11600
2022-04-25,IND,15817
2022-04-25,LVA,540
2022-04-25,SVN,555
2022-04-25,LTU,276
2022-04-25,HRV,866
2022-04-25,IRL,917
2022-04-25,SVK,741
2022-04-25,FIN,990
2022-04-25,DNK,846
2022-04-25,BGR,1849
2022-04-25,AUT,2041
2022-04-25,HUN,2404
2022-04-25,GRC,2229
2022-04-25,PRT,1265
2022-04-25,SWE,3832
2022-04-25,CZE,2281
2022-04-25,BEL,619
2022-04-25,NLD,4714
2022-04-25,ROU,3051
2022-04-25,POL,12815
2022-04-25,ESP,5383
2022-04-25,ITA,12636
2022-04-25,FRA,14810
2022-04-25,DEU,19412
2022-04-25,JPN,2743
2022-04-25,CAN,3185
2022-04-25,USA,29827
2022-04-25,MKD,95
2022-04-25,MDA,183
2022-04-25,ALB,219
2022-04-25,BIH,184
2022-04-25,NOR,267
2022-04-25,SRB,480
2022-04-25,CHE,509
2022-04-25,BLR,361
2022-04-25,UKR,1554
2022-04-25,GBR,3921
2022-04-25,RUS,0
2022-04-25,TTO,74
2022-04-25,JAM,229
2022-04-25,PRI,223
2022-04-25,URY,205
2022-04-25,PAN,363
2022-04-25,CRI,430
2022-04-25,SLV,355
2022-04-25,PRY,402
2022-04-25,NIC,493
2022-04-25,HND,793
2022-04-25,CUB,726
2022-04-25,DOM,954
2022-04-25,HTI,702
2022-04-25,BOL,977
2022-04-25,GTM,1249
2022-04-25,ECU,819
2022-04-25,CHL,1318
2022-04-25,VEN,3785
2022-04-25,PER,2213
2022-04-25,ARG,3361
2022-04-25,COL,4777
2022-04-25,MEX,7721
2022-04-25,BRA,11993
2022-05-02,GNQ,6
2022-05-02,GNB,21
2022-05-02,LSO,22
2022-05-02,GAB,15
2022-05-02,NAM,22
2022-05-02,BWA,15
2022-05-02,GMB,15
2022-05-02,ERI,13
2022-05-02,MRT,7
2022-05-02,LBR,52
2022-05-02,CAF,23
2022-05-02,COG,59
2022-05-02,LBY,79
2022-05-02,SLE,45
2022-05-02,TGO,85
2022-05-02,SSD,223
2022-05-02,TUN,52
2022-05-02,BDI,202
2022-05-02,BEN,125
2022-05-02,RWA,108
2022-05-02,GIN,67
2022-05-02,ZWE,127
2022-05-02,SEN,151
2022-05-02,SOM,243
2022-05-02,TCD,99
2022-05-02,ZMB,184
2022-05-02,MWI,169
2022-05-02,BFA,283
2022-05-02,MLI,230
2022-05-02,NER,270
2022-05-02,CMR,386
2022-05-02,CIV,0
2022-05-02,MDG,300
2022-05-02,MOZ,64
2022-05-02,GHA,178
2022-05-02,AGO,237
2022-05-02,MAR,367
2022-05-02,DZA,560
2022-05-02,SDN,115
2022-05-02,UGA,534
2022-05-02,KEN,411
2022-05-02,ZAF,715
2022-05-02,TZA,286
2022-05-02,COD,565
2022-05-02,EGY,1143
2022-05-02,ETH,1270
2022-05-02,NGA,2122
2022-05-02,QAT,29
2022-05-02,ARM,15
2022-05-02,MNG,17
2022-05-02,GEO,25
2022-05-02,KWT,35
2022-05-02,OMN,32
2022-05-02,PSE,26
2022-05-02,NZL,38
2022-05-02,LBN,54
2022-05-02,SGP,39
2022-05-02,TKM,30
2022-05-02,KGZ,57
2022-05-02,HKG,67
2022-05-02,LAO,58
2022-05-02,ARE,4
2022-05-02,ISR,138
2022-05-02,AZE,54
2022-05-02,TJK,76
2022-05-02,PNG,76
2022-05-02,JOR,75
2022-05-02,KHM,170
2022-05-02,KAZ,144
2022-05-02,LKA,38
2022-05-02,SYR,163
2022-05-02,PRK,185
2022-05-02,AUS,229
2022-05-02,NPL,189
2022-05-02,MYS,161
2022-05-02,YEM,321
2022-05-02,UZB,355
2022-05-02,SAU,234
2022-05-02,AFG,286
2022-05-02,IRQ,319
2022-05-02,KOR,276
2022-05-02,MMR,263
2022-05-02,THA,505
2022-05-02,TUR,380
2022-05-02,IRN,539
2022-05-02,VNM,449
2022-05-02,PHL,953
2022-05-02,BGD,1557
2022-05-02,PAK,2282
2022-05-02,IDN,2258
2022-05-02,CHN,10502
2022-05-02,IND,10030
2022-05-02,LVA,335
2022-05-02,SVN,617
2022-05-02,LTU,484
2022-05-02,HRV,705
2022-05-02,IRL,124
2022-05-02,SVK,904
2022-05-02,FIN,1188
2022-05-02,DNK,925
2022-05-02,BGR,1329
2022-05-02,AUT,1941
2022-05-02,HUN,2048
2022-05-02,GRC,1592
2022-05-02,PRT,4599
2022-05-02,SWE,2323
2022-05-02,CZE,2112
2022-05-02,BEL,3194
2022-05-02,NLD,3094
2022-05-02,ROU,5933
2022-05-02,POL,9703
2022-05-02,ESP,9134
2022-05-02,ITA,9864
2022-05-02,FRA,14034
2022-05-02,DEU,11028
2022-05-02,JPN,10475
2022-05-02,CAN,4820
2022-05-02,USA,52605
2022-05-02,MKD,77
2022-05-02,MDA,25
2022-05-02,ALB,106
2022-05-02,BIH,286
2022-05-02,NOR,259
2022-05-02,SRB,301
2022-05-02,CHE,347
2022-05-02,BLR,469
2022-05-02,UKR,971
2022-05-02,GBR,1628
2022-05-02,RUS,6522
2022-05-02,TTO,89
2022-05-02,JAM,224
2022-05-02,PRI,266
2022-05-02,URY,-0
2022-05-02,PAN,266
2022-05-02,CRI,422
2022-05-02,SLV,419
2022-05-02,PRY,494
2022-05-02,NIC,766
2022-05-02,HND,645
2022-05-02,CUB,1611
2022-05-02,DOM,679
2022-05-02,HTI,973
2022-05-02,BOL,890
2022-05-02,GTM,1147
2022-05-02,ECU,0
2022-05-02,CHL,1268
2022-05-02,VEN,2996
2022-05-02,PER,3497
2022-05-02,ARG,1512
2022-05-02,COL,3381
2022-05-02,MEX,4002
2022-05-02,BRA,17956
2022-05-09,GNQ,16
2022-05-09,GNB,31
2022-05-09,LSO,20
2022-05-09,GAB,25
2022-05-09,NAM,26
2022-05-09,BWA,19
2022-05-09,GMB,28
2022-05-09,ERI,34
2022-05-09,MRT,38
2022-05-09,LBR,39
2022-05-09,CAF,62
2022-05-09,COG,61
2022-05-09,LBY,7
2022-05-09,SLE,78
2022-05-09,TGO,125
2022-05-09,SSD,82
2022-05-09,TUN,73
2022-05-09,BDI,120
2022-05-09,BEN,114
2022-05-09,RWA,111
2022-05-09,GIN,88
2022-05-09,ZWE,89
2022-05-09,SEN,176
2022-05-09,SOM,182
2022-05-09,TCD,202
2022-05-09,ZMB,37
2022-05-09,MWI,143
2022-05-09,BFA,153
2022-05-09,MLI,383
2022-05-09,NER,175
2022-05-09,CMR,0
2022-05-09,CIV,321
2022-05-09,MDG,409
2022-05-09,MOZ,486
2022-05-09,GHA,400
2022-05-09,AGO,308
2022-05-09,MAR,348
2022-05-09,DZA,427
2022-05-09,SDN,484
2022-05-09,UGA,443
2022-05-09,KEN,634
2022-05-09,ZAF,659
2022-05-09,TZA,623
2022-05-09,COD,1107
2022-05-09,EGY,483
2022-05-09,ETH,1146
2022-05-09,NGA,2018
2022-05-09,QAT,21
2022-05-09,ARM,4
2022-05-09,MNG,33
2022-05-09,GEO,25
2022-05-09,KWT,22
2022-05-09,OMN,30
2022-05-09,PSE,35
2022-05-09,NZL,38
2022-05-09,LBN,8
2022-05-09,SGP,20
2022-05-09,TKM,35
2022-05-09,KGZ,41
2022-05-09,HKG,52
2022-05-09,LAO,50
2022-05-09,ARE,75
2022-05-09,ISR,69
2022-05-09,AZE,62
2022-05-09,TJK,86
2022-05-09,PNG,74
2022-05-09,JOR,63
2022-05-09,KHM,154
2022-05-09,KAZ,203
2022-05-09,LKA,129
2022-05-09,SYR,74
2022-05-09,PRK,0
2022-05-09,AUS,172
2022-05-09,NPL,288
2022-05-09,MYS,419
2022-05-09,YEM,267
2022-05-09,UZB,120
2022-05-09,SAU,242
2022-05-09,AFG,178
2022-05-09,IRQ,356
2022-05-09,KOR,383
2022-05-09,MMR,486
2022-05-09,THA,461
2022-05-09,TUR,131
2022-05-09,IRN,310
2022-05-09,VNM,757
2022-05-09,PHL,1184
2022-05-09,BGD,1392
2022-05-09,PAK,1545
2022-05-09,IDN,1920
2022-05-09,CHN,3770
2022-05-09,IND,10900
2022-05-09,LVA,400
2022-05-09,SVN,448
2022-05-09,LTU,637
2022-05-09,HRV,554
2022-05-09,IRL,247
2022-05-09,SVK,956
2022-05-09,FIN,744
2022-05-09,DNK,1267
2022-05-09,BGR,1357
2022-05-09,AUT,2229
2022-05-09,HUN,3705
2022-05-09,GRC,1817
2022-05-09,PRT,2063
2022-05-09,SWE,2033
2022-05-09,CZE,2244
2022-05-09,BEL,2449
2022-05-09,NLD,7969
2022-05-09,ROU,4545
2022-05-09,POL,4547
2022-05-09,ESP,5770
2022-05-09,ITA,12295
2022-05-09,FRA,9904
2022-05-09,DEU,24993
2022-05-09,JPN,7654
2022-05-09,CAN,6198
2022-05-09,USA,52471
2022-05-09,MKD,107
2022-05-09,MDA,121
2022-05-09,ALB,131
2022-05-09,BIH,186
2022-05-09,NOR,228
2022-05-09,SRB,489
2022-05-09,CHE,77
2022-05-09,BLR,563
2022-05-09,UKR,725
2022-05-09,GBR,2993
2022-05-09,RUS,5541
2022-05-09,TTO,149
2022-05-09,JAM,74
2022-05-09,PRI,177
2022-05-09,URY,190
2022-05-09,PAN,353
2022-05-09,CRI,356
2022-05-09,SLV,453
2022-05-09,PRY,484
2022-05-09,NIC,664
2022-05-09,HND,220
2022-05-09,CUB,1027
2022-05-09,DOM,1804
2022-05-09,HTI,687
2022-05-09,BOL,651
2022-05-09,GTM,1440
2022-05-09,ECU,1406
2022-05-09,CHL,1873
2022-05-09,VEN,895
2022-05-09,PER,680
2022-05-09,ARG,4704
2022-05-09,COL,5970
2022-05-09,MEX,9733
2022-05-09,BRA,17456
2022-05-16,GNQ,7
2022-05-16,GNB,18
2022-05-16,LSO,17
2022-05-16,GAB,19
2022-05-16,NAM,20
2022-05-16,BWA,32
2022-05-16,GMB,31
2022-05-16,ERI,41
2022-05-16,MRT,49
2022-05-16,LBR,80
2022-05-16,CAF,60
2022-05-16,COG,59
2022-05-16,LBY,0
2022-05-16,SLE,101
2022-05-16,TGO,81
2022-05-16,SSD,119
2022-05-16,TUN,294
2022-05-16,BDI,180
2022-05-16,BEN,96
2022-05-16,RWA,219
2022-05-16,GIN,163
2022-05-16,ZWE,31
2022-05-16,SEN,195
2022-05-16,SOM,96
2022-05-16,TCD,384
2022-05-16,ZMB,152
2022-05-16,MWI,202
2022-05-16,BFA,243
2022-05-16,MLI,577
2022-05-16,NER,75
2022-05-16,CMR,374
2022-05-16,CIV,322
2022-05-16,MDG,167
2022-05-16,MOZ,587
2022-05-16,GHA,353
2022-05-16,AGO,295
2022-05-16,MAR,358
2022-05-16,DZA,440
2022-05-16,SDN,458
2022-05-16,UGA,1061
2022-05-16,KEN,436
2022-05-16,ZAF,495
2022-05-16,TZA,880
2022-05-16,COD,1035
2022-05-16,EGY,1945
2022-05-16,ETH,1045
2022-05-16,NGA,594
2022-05-16,QAT,12
2022-05-16,ARM,18
2022-05-16,MNG,19
2022-05-16,GEO,11
2022-05-16,KWT,17
2022-05-16,OMN,10
2022-05-16,PSE,22
2022-05-16,NZL,0
2022-05-16,LBN,27
2022-05-16,SGP,-0
2022-05-16,TKM,36
2022-05-16,KGZ,46
2022-05-16,HKG,39
2022-05-16,LAO,43
2022-05-16,ARE,53
2022-05-16,ISR,73
2022-05-16,AZE,52
2022-05-16,TJK,90
2022-05-16,PNG,57
2022-05-16,JOR,78
2022-05-16,KHM,81
2022-05-16,KAZ,32
2022-05-16,LKA,130
2022-05-16,SYR,76
2022-05-16,PRK,183
2022-05-16,AUS,165
2022-05-16,NPL,129
2022-05-16,MYS,238
2022-05-16,YEM,204
2022-05-16,UZB,348
2022-05-16,SAU,203
2022-05-16,AFG,193
2022-05-16,IRQ,240
2022-05-16,KOR,423
2022-05-16,MMR,259
2022-05-16,THA,687
2022-05-16,TUR,296
2022-05-16,IRN,483
2022-05-16,VNM,553
2022-05-16,PHL,366
2022-05-16,BGD,583
2022-05-16,PAK,1345
2022-05-16,IDN,1820
2022-05-16,CHN,9223
2022-05-16,IND,11000
2022-05-16,LVA,401
2022-05-16,SVN,406
2022-05-16,LTU,980
2022-05-16,HRV,1079
2022-05-16,IRL,1253
2022-05-16,SVK,903
2022-05-16,FIN,1118
2022-05-16,DNK,1271
2022-05-16,BGR,1064
2022-05-16,AUT,1686
2022-05-16,HUN,0
2022-05-16,GRC,3246
2022-05-16,PRT,2108
2022-05-16,SWE,2272
2022-05-16,CZE,3124
2022-05-16,BEL,665
2022-05-16,NLD,5774
2022-05-16,ROU,3283
2022-05-16,POL,3394
2022-05-16,ESP,13274
2022-05-16,ITA,18897
2022-05-16,FRA,11028
2022-05-16,DEU,14029
2022-05-16,JPN,9984
2022-05-16,CAN,4569
2022-05-16,USA,108429
2022-05-16,MKD,191
2022-05-16,MDA,104
2022-05-16,ALB,142
2022-05-16,BIH,154
2022-05-16,NOR,195
2022-05-16,SRB,0
2022-05-16,CHE,424
2022-05-16,BLR,450
2022-05-16,UKR,877
2022-05-16,GBR,2471
2022-05-16,RUS,5475
2022-05-16,TTO,138
2022-05-16,JAM,258
2022-05-16,PRI,70
2022-05-16,URY,211
2022-05-16,PAN,339
2022-05-16,CRI,253
2022-05-16,SLV,421
2022-05-16,PRY,1047
2022-05-16,NIC,76
2022-05-16,HND,455
2022-05-16,CUB,147
2022-05-16,DOM,1011
2022-05-16,HTI,1465
2022-05-16,BOL,1454
2022-05-16,GTM,1311
2022-05-16,ECU,2137
2022-05-16,CHL,2935
2022-05-16,VEN,2410
2022-05-16,PER,3401
2022-05-16,ARG,668
2022-05-16,COL,4832
2022-05-16,MEX,9823
2022-05-16,BRA,23401
2022-05-23,GNQ,18
2022-05-23,GNB,11
2022-05-23,LSO,30
2022-05-23,GAB,9
2022-05-23,NAM,8
2022-05-23,BWA,0
2022-05-23,GMB,31
2022-05-23,ERI,37
2022-05-23,MRT,13
2022-05-23,LBR,19
2022-05-23,CAF,93
2022-05-23,COG,32
2022-05-23,LBY,61
2022-05-23,SLE,94
2022-05-23,TGO,104
2022-05-23,SSD,117
2022-05-23,TUN,86
2022-05-23,BDI,178
2022-05-23,BEN,181
2022-05-23,RWA,138
2022-05-23,GIN,0
2022-05-23,ZWE,163
2022-05-23,SEN,114
2022-05-23,SOM,168
2022-05-23,TCD,285
2022-05-23,ZMB,222
2022-05-23,MWI,229
2022-05-23,BFA,155
2022-05-23,MLI,304
2022-05-23,NER,201
2022-05-23,CMR,255
2022-05-23,CIV,0
2022-05-23,MDG,581
2022-05-23,MOZ,291
2022-05-23,GHA,376
2022-05-23,AGO,405
2022-05-23,MAR,442
2022-05-23,DZA,582
2022-05-23,SDN,318
2022-05-23,UGA,192
2022-05-23,KEN,470
2022-05-23,ZAF,512
2022-05-23,TZA,658
2022-05-23,COD,650
2022-05-23,EGY,1097
2022-05-23,ETH,1122
2022-05-23,NGA,1556
2022-05-23,QAT,17
2022-05-23,ARM,10
2022-05-23,MNG,14
2022-05-23,GEO,22
2022-05-23,KWT,4
2022-05-23,OMN,20
2022-05-23,PSE,34
2022-05-23,NZL,24
2022-05-23,LBN,19
2022-05-23,SGP,31
2022-05-23,TKM,17
2022-05-23,KGZ,34
2022-05-23,HKG,46
2022-05-23,LAO,0
2022-05-23,ARE,69
2022-05-23,ISR,44
2022-05-23,AZE,7
2022-05-23,TJK,43
2022-05-23,PNG,46
2022-05-23,JOR,37
2022-05-23,KHM,73
2022-05-23,KAZ,90
2022-05-23,LKA,58
2022-05-23,SYR,156
2022-05-23,PRK,119
2022-05-23,AUS,260
2022-05-23,NPL,0
2022-05-23,MYS,125
2022-05-23,YEM,157
2022-05-23,UZB,201
2022-05-23,SAU,214
2022-05-23,AFG,134
2022-05-23,IRQ,149
2022-05-23,KOR,248
2022-05-23,MMR,321
2022-05-23,THA,112
2022-05-23,TUR,282
2022-05-23,IRN,397
2022-05-23,VNM,506
2022-05-23,PHL,525
2022-05-23,BGD,769
2022-05-23,PAK,584
2022-05-23,IDN,948
2022-05-23,CHN,8929
2022-05-23,IND,6694
2022-05-23,LVA,393
2022-05-23,SVN,310
2022-05-23,LTU,634
2022-05-23,HRV,807
2022-05-23,IRL,731
2022-05-23,SVK,0
2022-05-23,FIN,2276
2022-05-23,DNK,1350
2022-05-23,BGR,1230
2022-05-23,AUT,1615
2022-05-23,HUN,2238
2022-05-23,GRC,4314
2022-05-23,PRT,2991
2022-05-23,SWE,2508
2022-05-23,CZE,753
2022-05-23,BEL,2590
2022-05-23,NLD,3595
2022-05-23,ROU,2410
2022-05-23,POL,14697
2022-05-23,ESP,1483
2022-05-23,ITA,12692
2022-05-23,FRA,16351
2022-05-23,DEU,19584
2022-05-23,JPN,5402
2022-05-23,CAN,5331
2022-05-23,USA,75688
2022-05-23,MKD,79
2022-05-23,MDA,72
2022-05-23,ALB,191
2022-05-23,BIH,82
2022-05-23,NOR,270
2022-05-23,SRB,527
2022-05-23,CHE,429
2022-05-23,BLR,420
2022-05-23,UKR,1672
2022-05-23,GBR,7149
2022-05-23,RUS,7386
2022-05-23,TTO,0
2022-05-23,JAM,0
2022-05-23,PRI,261
2022-05-23,URY,259
2022-05-23,PAN,458
2022-05-23,CRI,508
2022-05-23,SLV,899
2022-05-23,PRY,706
2022-05-23,NIC,525
2022-05-23,HND,624
2022-05-23,CUB,836
2022-05-23,DOM,857
2022-05-23,HTI,1266
2022-05-23,BOL,867
2022-05-23,GTM,1894
2022-05-23,ECU,0
2022-05-23,CHL,1318
2022-05-23,VEN,2763
2022-05-23,PER,3065
2022-05-23,ARG,3138
2022-05-23,COL,4837
2022-05-23,MEX,2414
2022-05-23,BRA,18034
2022-05-30,GNQ,21
2022-05-30,GNB,34
2022-05-30,LSO,31
2022-05-30,GAB,36
2022-05-30,NAM,21
2022-05-30,BWA,56
2022-05-30,GMB,33
2022-05-30,ERI,46
2022-05-30,MRT,32
2022-05-30,LBR,54
2022-05-30,CAF,101
2022-05-30,COG,40
2022-05-30,LBY,132
2022-05-30,SLE,93
2022-05-30,TGO,55
2022-05-30,SSD,168
2022-05-30,TUN,173
2022-05-30,BDI,129
2022-05-30,BEN,26
2022-05-30,RWA,132
2022-05-30,GIN,140
2022-05-30,ZWE,182
2022-05-30,SEN,240
2022-05-30,SOM,242
2022-05-30,TCD,168
2022-05-30,ZMB,253
2022-05-30,MWI,152
2022-05-30,BFA,266
2022-05-30,MLI,422
2022-05-30,NER,196
2022-05-30,CMR,91
2022-05-30,CIV,273
2022-05-30,MDG,258
2022-05-30,MOZ,629
2022-05-30,GHA,366
2022-05-30,AGO,188
2022-05-30,MAR,389
2022-05-30,DZA,439
2022-05-30,SDN,528
2022-05-30,UGA,430
2022-05-30,KEN,544
2022-05-30,ZAF,561
2022-05-30,TZA,882
2022-05-30,COD,1379
2022-05-30,EGY,0
2022-05-30,ETH,1363
2022-05-30,NGA,1711
2022-05-30,QAT,19
2022-05-30,ARM,11
2022-05-30,MNG,15
2022-05-30,GEO,9
2022-05-30,KWT,3
2022-05-30,OMN,19
2022-05-30,PSE,12
2022-05-30,NZL,19
2022-05-30,LBN,45
2022-05-30,SGP,20
2022-05-30,TKM,34
2022-05-30,KGZ,24
2022-05-30,HKG,26
2022-05-30,LAO,34
2022-05-30,ARE,38
2022-05-30,ISR,34
2022-05-30,AZE,42
2022-05-30,TJK,30
2022-05-30,PNG,33
